Mod:Item:MetaData, Localized Name
traverse:brown_autumnal_sapling, Brown Autumnal Sapling
traverse:orange_autumnal_leaves, Orange Autumnal Leaves
traverse:orange_autumnal_sapling, Orange Autumnal Sapling
traverse:yellow_autumnal_leaves, Yellow Autumnal Leaves
traverse:yellow_autumnal_sapling, Yellow Autumnal Sapling
traverse:fir_leaves, Fir Leaves
traverse:fir_sapling, Fir Sapling
traverse:fir_log, Fir Wood
traverse:fir_planks, Fir Wood Planks
traverse:fir_stairs, Fir Wood Stairs
traverse:fir_slab:0, Fir Wood Slab
traverse:fir_fence, Fir Fence
traverse:fir_fence_gate, Fir Fence Gate
traverse:fir_door, Fir Door
traverse:red_rock, Red Rock
traverse:red_rock_bricks, Red Rock Bricks
traverse:red_rock_bricks_stairs, Red Rock Brick Stairs
traverse:red_rock_bricks_slab:0, Red Rock Bricks Slab
traverse:red_rock_bricks_chiseled, Chiseled Red Rock Bricks
traverse:red_rock_slab:0, Red Rock Slab
traverse:red_rock_cobblestone, Red Rock Cobblestone
traverse:red_rock_cobblestone_stairs, Red Rock Cobblestone Stairs
traverse:red_rock_cobblestone_slab:0, Red Rock Cobblestone Slab
traverse:red_rock_cobblestone_wall, Red Rock Cobblestone Wall
traverse:blue_rock, Crag Rock
traverse:blue_rock_bricks, Crag Rock Bricks
traverse:blue_rock_bricks_stairs, Crag Rock Brick Stairs
traverse:blue_rock_bricks_slab:0, Crag Rock Bricks Slab
traverse:blue_rock_bricks_chiseled, Chiseled Crag Rock Bricks
traverse:blue_rock_slab:0, Crag Rock Slab
traverse:blue_rock_cobblestone, Crag Rock Cobblestone
traverse:blue_rock_cobblestone_stairs, Crag Rock Cobblestone Stairs
traverse:blue_rock_cobblestone_slab:0, Crag Rock Cobblestone Slab
traverse:blue_rock_cobblestone_wall, Crag Rock Cobblestone Wall
traverse:dead_grass, Dead Grass
traverse:cold_grass, Cold Grass
weirdinggadget:weirding_gadget, Weirding Gadget
worsebarrels:barrel_oak, Worse Oak Barrel
worsebarrels:barrel_spruce, Worse Spruce Barrel
worsebarrels:barrel_jungle, Worse Jungle Barrel
worsebarrels:barrel_acacia, Worse Acacia Barrel
worsebarrels:barrel_birch, Worse Birch Barrel
worsebarrels:barrel_darkoak, Worse Dark Oak Barrel
worsebarrels:barrel_white_concrete, Worse White Concrete Barrel
worsebarrels:barrel_orange_concrete, Worse Orange Concrete Barrel
worsebarrels:barrel_magenta_concrete, Worse Magenta Concrete Barrel
worsebarrels:barrel_light_blue_concrete, Worse Light Blue Concrete Barrel
worsebarrels:barrel_yellow_concrete, Worse Yellow Concrete Barrel
worsebarrels:barrel_lime_concrete, Worse Lime Concrete Barrel
worsebarrels:barrel_pink_concrete, Worse Pink Concrete Barrel
worsebarrels:barrel_gray_concrete, Worse Gray Concrete Barrel
worsebarrels:barrel_silver_concrete, Worse Light Gray Concrete Barrel
worsebarrels:barrel_cyan_concrete, Worse Cyan Concrete Barrel
worsebarrels:barrel_purple_concrete, Worse Purple Concrete Barrel
worsebarrels:barrel_blue_concrete, Worse Blue Concrete Barrel
worsebarrels:barrel_brown_concrete, Worse Brown Concrete Barrel
worsebarrels:barrel_green_concrete, Worse Green Concrete Barrel
worsebarrels:barrel_red_concrete, Worse Red Concrete Barrel
worsebarrels:barrel_black_concrete, Worse Black Concrete Barrel
worsebarrels:barrel_white_stained_hardened_clay, Worse White Terracotta Barrel
worsebarrels:barrel_orange_stained_hardened_clay, Worse Orange Terracotta Barrel
worsebarrels:barrel_magenta_stained_hardened_clay, Worse Magenta Terracotta Barrel
worsebarrels:barrel_light_blue_stained_hardened_clay, Worse Light Blue Terracotta Barrel
worsebarrels:barrel_yellow_stained_hardened_clay, Worse Yellow Terracotta Barrel
worsebarrels:barrel_lime_stained_hardened_clay, Worse Lime Terracotta Barrel
worsebarrels:barrel_pink_stained_hardened_clay, Worse Pink Terracotta Barrel
worsebarrels:barrel_gray_stained_hardened_clay, Worse Gray Terracotta Barrel
worsebarrels:barrel_silver_stained_hardened_clay, Worse Light Gray Terracotta Barrel
worsebarrels:barrel_cyan_stained_hardened_clay, Worse Cyan Terracotta Barrel
worsebarrels:barrel_purple_stained_hardened_clay, Worse Purple Terracotta Barrel
worsebarrels:barrel_blue_stained_hardened_clay, Worse Blue Terracotta Barrel
worsebarrels:barrel_brown_stained_hardened_clay, Worse Brown Terracotta Barrel
worsebarrels:barrel_green_stained_hardened_clay, Worse Green Terracotta Barrel
worsebarrels:barrel_red_stained_hardened_clay, Worse Red Terracotta Barrel
worsebarrels:barrel_black_stained_hardened_clay, Worse Black Terracotta Barrel
aether_legacy:aether_grass, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt, Aether Dirt
aether_legacy:holystone, Holystone
aether_legacy:mossy_holystone, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:aercloud:3, Pink Aercloud
aether_legacy:quicksoil, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:aether_leaves:0, Skyroot Leaves
aether_legacy:aether_leaves:1, Golden Oak Leaves
aether_legacy:aether_log:0, Skyroot Log
aether_legacy:aether_log:1, Golden Oak Log
aether_legacy:skyroot_plank, Skyroot Plank
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:aerogel, Aerogel
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:berry_bush, Berry Bush
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:enchanter, Altar
aether_legacy:freezer, Fridge
aether_legacy:incubator, Incubator
aether_legacy:dungeon_block:0, Carved Stone
aether_legacy:dungeon_block:1, Sentry Stone
aether_legacy:dungeon_block:2, Angelic Stone
aether_legacy:dungeon_block:3, Light Angelic Stone
aether_legacy:dungeon_block:4, Hellfire Stone
aether_legacy:dungeon_block:5, Light Hellfire Stone
aether_legacy:locked_dungeon_block:0, Carved Stone
aether_legacy:locked_dungeon_block:1, Sentry Stone
aether_legacy:locked_dungeon_block:2, Angelic Stone
aether_legacy:locked_dungeon_block:3, Light Angelic Stone
aether_legacy:locked_dungeon_block:4, Hellfire Stone
aether_legacy:locked_dungeon_block:5, Light Hellfire Stone
aether_legacy:dungeon_trap:0, Carved Stone
aether_legacy:dungeon_trap:1, Sentry Stone
aether_legacy:dungeon_trap:2, Angelic Stone
aether_legacy:dungeon_trap:3, Light Angelic Stone
aether_legacy:dungeon_trap:4, Hellfire Stone
aether_legacy:dungeon_trap:5, Light Hellfire Stone
aether_legacy:aether_portal, Aether Portal
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:crystal_leaves:0, Crystal Leaves
aether_legacy:crystal_leaves:1, Crystal Fruit Leaves
aether_legacy:holiday_leaves:0, Holiday Leaves
aether_legacy:holiday_leaves:1, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
aether_legacy:skyroot_slab:0, Skyroot Slab
aether_legacy:carved_slab:0, Carved Slab
aether_legacy:angelic_slab:0, Angelic Slab
aether_legacy:hellfire_slab:0, Hellfire Slab
aether_legacy:holystone_slab:0, Holystone Slab
aether_legacy:mossy_holystone_slab:0, Mossy Holystone Slab
aether_legacy:holystone_brick_slab:0, Holystone Brick Slab
aether_legacy:aerogel_slab:0, Aerogel Slab
aether_legacy:sun_altar, Sun Altar
aether_legacy:skyroot_bookshelf, Skyroot Bookshelf
aether_legacy:zanite_gemstone, Zanite Gemstone
aether_legacy:ambrosium_shard, Ambrosium Shard
aether_legacy:golden_amber, Golden Amber
aether_legacy:aechor_petal, Aechor Petal
aether_legacy:swetty_ball, Swet Ball
aether_legacy:skyroot_pickaxe, Skyroot Pickaxe
aether_legacy:skyroot_axe, Skyroot Axe
aether_legacy:skyroot_shovel, Skyroot Shovel
aether_legacy:holystone_pickaxe, Holystone Pickaxe
aether_legacy:holystone_axe, Holystone Axe
aether_legacy:holystone_shovel, Holystone Shovel
aether_legacy:zanite_pickaxe, Zanite Pickaxe
aether_legacy:zanite_axe, Zanite Axe
aether_legacy:zanite_shovel, Zanite Shovel
aether_legacy:gravitite_pickaxe, Gravitite Pickaxe
aether_legacy:gravitite_axe, Gravitite Axe
aether_legacy:gravitite_shovel, Gravitite Shovel
aether_legacy:valkyrie_pickaxe, Valkyrie Pickaxe
aether_legacy:valkyrie_axe, Valkyrie Axe
aether_legacy:valkyrie_shovel, Valkyrie Shovel
aether_legacy:zanite_helmet, Zanite Helmet
aether_legacy:zanite_chestplate, Zanite Chestplate
aether_legacy:zanite_leggings, Zanite Leggings
aether_legacy:zanite_boots, Zanite Boots
aether_legacy:gravitite_helmet, Gravitite Helmet
aether_legacy:gravitite_chestplate, Gravitite Chestplate
aether_legacy:gravitite_leggings, Gravitite Leggings
aether_legacy:gravitite_boots, Gravitite Boots
aether_legacy:neptune_helmet, Neptune Helmet
aether_legacy:neptune_chestplate, Neptune Chestplate
aether_legacy:neptune_leggings, Neptune Leggings
aether_legacy:neptune_boots, Neptune Boots
aether_legacy:phoenix_helmet, Phoenix Helmet
aether_legacy:phoenix_chestplate, Phoenix Chestplate
aether_legacy:phoenix_leggings, Phoenix Leggings
aether_legacy:phoenix_boots, Phoenix Boots
aether_legacy:obsidian_helmet, Obsidian Helmet
aether_legacy:obsidian_chestplate, Obsidian Chestplate
aether_legacy:obsidian_leggings, Obsidian Leggings
aether_legacy:obsidian_boots, Obsidian Boots
aether_legacy:valkyrie_helmet, Valkyrie Helmet
aether_legacy:valkyrie_chestplate, Valkyrie Chestplate
aether_legacy:valkyrie_leggings, Valkyrie Leggings
aether_legacy:valkyrie_boots, Valkyrie Boots
aether_legacy:blue_berry, Blue Berry
aether_legacy:enchanted_blueberry, Enchanted Berry
aether_legacy:white_apple, White Apple
aether_legacy:gummy_swet:0, Blue Gummy Swet
aether_legacy:gummy_swet:1, Golden Gummy Swet
aether_legacy:healing_stone, Healing Stone
aether_legacy:candy_cane, Candy Cane
aether_legacy:ginger_bread_man, Ginger Bread Man
aether_legacy:skyroot_stick, Skyroot Stick
aether_legacy:victory_medal, Victory Medal
aether_legacy:dungeon_key:0, Bronze Key
aether_legacy:dungeon_key:1, Silver Key
aether_legacy:dungeon_key:2, Golden Key
aether_legacy:skyroot_bucket:0, Skyroot Bucket
aether_legacy:skyroot_bucket:1, Skyroot Water Bucket
aether_legacy:skyroot_bucket:2, Skyroot Poison Bucket
aether_legacy:skyroot_bucket:3, Skyroot Remedy Bucket
aether_legacy:skyroot_bucket:4, Skyroot Milk Bucket
aether_legacy:cold_parachute, Cold Parachute
aether_legacy:golden_parachute, Golden Parachute
aether_legacy:moa_egg, item.moa_egg.name
aether_legacy:dart_shooter:0, Golden Dart Shooter
aether_legacy:dart_shooter:1, Poison Dart Shooter
aether_legacy:dart_shooter:2, Enchanted Dart Shooter
aether_legacy:phoenix_bow, Phoenix Bow
aether_legacy:dart:0, Golden Dart
aether_legacy:dart:1, Poisonous Dart
aether_legacy:dart:2, Enchanted Dart
aether_legacy:skyroot_sword, Skyroot Sword
aether_legacy:holystone_sword, Holystone Sword
aether_legacy:zanite_sword, Zanite Sword
aether_legacy:gravitite_sword, Gravitite Sword
aether_legacy:flaming_sword, Flaming Sword
aether_legacy:lightning_sword, Lightning Sword
aether_legacy:holy_sword, Holy Sword
aether_legacy:vampire_blade, Vampire Blade
aether_legacy:pig_slayer, Pig Slayer
aether_legacy:candy_cane_sword, Candy Cane Sword
aether_legacy:notch_hammer, Hammer of Notch
aether_legacy:leather_gloves, Leather Gloves
aether_legacy:iron_gloves, Iron Gloves
aether_legacy:golden_gloves, Golden Gloves
aether_legacy:chain_gloves, Chain Gloves
aether_legacy:diamond_gloves, Diamond Gloves
aether_legacy:zanite_gloves, Zanite Gloves
aether_legacy:gravitite_gloves, Gravitite Gloves
aether_legacy:neptune_gloves, Neptune Gloves
aether_legacy:phoenix_gloves, Phoenix Gloves
aether_legacy:obsidian_gloves, Obsidian Gloves
aether_legacy:valkyrie_gloves, Valkyrie Gloves
aether_legacy:iron_ring, Iron Ring
aether_legacy:golden_ring, Golden Ring
aether_legacy:zanite_ring, Zanite Ring
aether_legacy:ice_ring, Ice Ring
aether_legacy:iron_pendant, Iron Pendant
aether_legacy:golden_pendant, Golden Pendant
aether_legacy:zanite_pendant, Zanite Pendant
aether_legacy:ice_pendant, Ice Pendant
aether_legacy:red_cape, Red Cape
aether_legacy:blue_cape, Blue Cape
aether_legacy:yellow_cape, Yellow Cape
aether_legacy:white_cape, White Cape
aether_legacy:swet_cape, Swet Cape
aether_legacy:invisibility_cape, Invisibility Cloak
aether_legacy:agility_cape, Agility Cape
aether_legacy:valkyrie_cape, Valkyrie Cape
aether_legacy:golden_feather, Golden Feather
aether_legacy:regeneration_stone, Regeneration Stone
aether_legacy:iron_bubble, Iron Bubble
aether_legacy:life_shard, Life Shard
aether_legacy:cloud_staff, Cloud Staff
aether_legacy:nature_staff, Nature Staff
aether_legacy:lightning_knife, Lightning Knife
aether_legacy:valkyrie_lance, Valkyrie Lance
aether_legacy:sentry_boots, Sentry Boots
aether_legacy:aether_tune, Blue Music Disc
aether_legacy:ascending_dawn, Valkyrie Music Disc
aether_legacy:welcoming_skies, Welcoming Skies
aether_legacy:legacy, Legacy
aether_legacy:repulsion_shield, Shield of Repulsion
aether_legacy:lore_book, Book of Lore
aether_legacy:developer_stick, Developer Stick
aether_legacy:skyroot_bed_item, Skyroot Bed
aether_legacy:aether_portal_frame, Aether Portal Frame
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeitem, Lime
harvestcraft:pamlime, Lime
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornitem, Peppercorn
harvestcraft:pampeppercorn, Peppercorn
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almonditem, Almond
harvestcraft:pamalmond, Almond
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryitem, Gooseberry
harvestcraft:pamgooseberry, Gooseberry
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachitem, Peach
harvestcraft:pampeach, Peach
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutitem, Chestnut
harvestcraft:pamchestnut, Chestnut
harvestcraft:pawpaw_sapling, Pawpaw Sapling
harvestcraft:pawpawitem, Pawpaw
harvestcraft:pampawpaw, Pawpaw
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutitem, Coconut
harvestcraft:pamcoconut, Coconut
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoitem, Mango
harvestcraft:pammango, Mango
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotitem, Apricot
harvestcraft:pamapricot, Apricot
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeitem, Orange
harvestcraft:pamorange, Orange
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutitem, Walnut
harvestcraft:pamwalnut, Walnut
harvestcraft:lychee_sapling, Lychee Sapling
harvestcraft:lycheeitem, Lychee
harvestcraft:pamlychee, Lychee
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonitem, Persimmon
harvestcraft:pampersimmon, Persimmon
harvestcraft:guava_sapling, Guava Sapling
harvestcraft:guavaitem, Guava
harvestcraft:pamguava, Guava
harvestcraft:breadfruit_sapling, Breadfruit Sapling
harvestcraft:breadfruititem, Breadfruit
harvestcraft:pambreadfruit, Breadfruit
